사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,비상시설위치,시설명건물명,시설구분명,최종수정시점,인허가취소일자,인허가일자,소재지면적,지번주소,관리번호,개방자치단체코드,해제일자,도로명주소,도로명우편번호,영업상태구분코드,영업상태명
(주)벽성그린사업,,191211.579605786,437244.861159969,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 675번지 8호,(주)벽성그린사업,공공용시설,2026-01-11 13:24:26,,2007-12-06,65,서울특별시 금천구 시흥동 675번지 8호,3170000-E200700001,3170000,,서울특별시 금천구 기아로 208-31 (시흥동),08641,01,영업/정상
박미목욕탕,,191499.680403638,437880.321300564,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 942번지,박미목욕탕,공공용시설,2026-01-11 13:25:51,,2007-12-06,50,서울특별시 금천구 시흥동 942번지,3170000-E200700002,3170000,,서울특별시 금천구 시흥대로30길 18 (시흥동),08651,01,영업/정상
삼흥교회,,191687.381918308,436938.19207074,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 973번지 3호,삼흥교회,공공용시설,2026-01-11 13:27:28,,2007-12-06,42,서울특별시 금천구 시흥동 973번지 3호,3170000-E200700003,3170000,,"서울특별시 금천구 시흥대로2길 60-15 (시흥동, 삼흥교회)",08654,01,영업/정상
자연유치원,,191811.303712706,438294.344091932,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 420번지 11호,자연유치원,공공용시설,2026-01-11 13:28:55,,2008-11-17,40,서울특별시 금천구 시흥동 420번지 11호,3170000-E200800001,3170000,,"서울특별시 금천구 시흥대로40길 93 (시흥동, 자연유아원)",08648,01,영업/정상
윈저호텔,,190831.291917458,440344.745637385,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 1008번지 10호,윈저호텔,공공용시설,2026-01-11 13:36:07,,2008-01-01,80,서울특별시 금천구 독산동 1008번지 10호,3170000-E200800002,3170000,,"서울특별시 금천구 시흥대로 353 (독산동, 윈저텔)",08603,01,영업/정상
삼중가스충전소(SK주유소),,190935.183405275,439968.850523897,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 1059번지,삼중가스충전소(SK주유소),공공용시설,2026-01-11 13:37:35,,2009-01-01,55,서울특별시 금천구 독산동 1059번지,3170000-E200900001,3170000,,서울특별시 금천구 시흥대로 316 (독산동),08619,01,영업/정상
약수탕,,191374.483103698,440359.640868611,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 1041-32 약수대중사우나,약수탕,공공용시설,2026-03-19 15:00:55,,2009-11-20,62,서울특별시 금천구 독산동 1041-32 약수대중사우나,3170000-E200900010,3170000,,"서울특별시 금천구 독산로64가길 7, 약수대중사우나 (독산동)",08559,01,영업/정상
만수천약수터,,191693.867624433,441402.89185409,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 10번지 2호,만수천약수터,지자체시설,2026-01-11 13:42:12,,2013-01-03,30,서울특별시 금천구 독산동 10번지 2호,3170000-E201300005,3170000,,서울특별시 금천구 독산로54길 288 (독산동),08552,01,영업/정상
(주)강북운수,,190488.387426164,440819.885062152,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 330번지 5호,(주)강북운수,공공용시설,2026-01-11 13:43:57,,2014-06-03,86,서울특별시 금천구 독산동 330번지 5호,3170000-E201400002,3170000,,서울특별시 금천구 범안로17길 67 (독산동),08583,01,영업/정상
푸르지오사우나,,191911.448935236,442043.878227727,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 독산동 901번지 7호,푸르지오사우나,공공용시설,2026-01-11 13:45:29,,2014-06-03,50,서울특별시 금천구 독산동 901번지 7호,3170000-E201400005,3170000,,"서울특별시 금천구 남부순환로 1428 (독산동, 지오프라자)",08548,01,영업/정상
백산주유소,,191342.621406005,438619.194998395,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 904번지,백산주유소,공공용시설,2026-01-11 13:47:21,,2014-06-03,70,서울특별시 금천구 시흥동 904번지,3170000-E201400007,3170000,,"서울특별시 금천구 시흥대로 174 (시흥동, 백산주유소)",08631,01,영업/정상
지에스칼텍스(주)일신점,,191458.481116853,438040.641203477,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 939번지 4호,지에스칼텍스(주)일신점,공공용시설,2026-01-11 13:48:56,,2017-08-25,88,서울특별시 금천구 시흥동 939번지 4호,3170000-E201700004,3170000,,"서울특별시 금천구 시흥대로 118 (시흥동, 일신주유소)",08650,01,영업/정상
SK네트웍스(주)박미주유소,,191295.440418836,437232.672587305,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 980번지,SK네트웍스(주)박미주유소,공공용시설,2026-01-11 13:50:45,,2017-08-25,72,서울특별시 금천구 시흥동 980번지,3170000-E201700005,3170000,,"서울특별시 금천구 시흥대로 39-7 (시흥동, 박미주유소)",08641,01,영업/정상
금천구청,,190676.23313023,439411.341370401,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 시흥동 1020번지,금천구청,지자체시설,2026-01-11 13:52:14,,2019-08-09,50,서울특별시 금천구 시흥동 1020번지,3170000-E201900001,3170000,,"서울특별시 금천구 시흥대로73길 70 (시흥동, 금천구청종합청사)",08611,01,영업/정상
현대빌딩,,189691.858978981,442354.304734197,2026-04-26 22:31:46,I,18,사용중,서울특별시 금천구 가산동 29번지 22호,현대빌딩,공공용시설,2026-01-08 13:58:28,,2019-08-09,57,서울특별시 금천구 가산동 29번지 22호,3170000-E201900002,3170000,,서울특별시 금천구 벚꽃로56길 72 (가산동),08509,01,영업/정상
건영섬유(주),,198126.844219576,443266.064046276,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 사당동 68번지 2호,건영섬유(주),공공용시설,2025-12-22 16:27:20,,1975-11-15,20,서울특별시 동작구 사당동 68번지 2호,3190000-E197500001,3190000,,"서울특별시 동작구 동작대로35길 43 (사당동, 건영섬유(주))",06996,01,영업/정상
호국지장사,,197169.288395329,444523.104084003,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 동작동 41번지 2호,호국지장사,공공용시설,2025-07-23 14:39:09,,1982-11-15,29,서울특별시 동작구 동작동 41번지 2호,3190000-E198200001,3190000,,서울특별시 동작구 현충로 210 (동작동),06984,01,영업/정상
범한택시,,193192.794336906,444226.165913885,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 대방동 397번지 14호,범한택시,공공용시설,2025-07-23 14:40:41,,1991-11-29,60,서울특별시 동작구 대방동 397번지 14호,3190000-E199100002,3190000,,서울특별시 동작구 대방동27길 114 (대방동),,01,영업/정상
농심(농심관),,192804.463945488,443835.062731234,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 신대방동 370번지 1호,농심(농심관),공공용시설,2025-10-21 15:12:00,,1994-11-29,170,서울특별시 동작구 신대방동 370번지 1호,3190000-E199400001,3190000,,서울특별시 동작구 여의대방로 112 (신대방동),,01,영업/정상
이화약국,,195568.284659393,444747.15065464,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 상도1동 593번지 1호,이화약국,공공용시설,2025-07-23 14:45:31,,2000-11-14,60,서울특별시 동작구 상도1동 593번지 1호,3190000-E200000001,3190000,,서울특별시 동작구 양녕로38길 2 (상도1동),,01,영업/정상
신대방삼거리역,,193480.762598473,444218.716660803,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 대방동 394-26 리안,신대방삼거리역,공공용시설,2025-07-23 14:47:16,,2000-11-29,100,서울특별시 동작구 대방동 394-26 리안,3190000-E200000003,3190000,,"서울특별시 동작구 상도로 59(대방동, 리안)",06954,01,영업/정상
KCC아파트관리소,,198024.859189735,443536.409634248,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 동작동 331번지,KCC아파트관리소,공공용시설,2025-07-23 14:49:35,,2001-11-15,45,서울특별시 동작구 동작동 331번지,3190000-E200100001,3190000,,"서울특별시 동작구 동작대로39가길 55 (동작동, 동작동금강KCC아파트)",06992,01,영업/정상
동창빌딩,,194674.020543959,445190.512620956,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 노량진동 231번지 4호,동창빌딩,공공용시설,2025-07-23 14:51:31,,2003-01-01,90,서울특별시 동작구 노량진동 231번지 4호,3190000-E200300003,3190000,,서울특별시 동작구 장승배기로 128 (노량진동),,01,영업/정상
소농빌딩,,194797.488118184,445547.173561461,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 노량진동 84번지 5호,소농빌딩,공공용시설,2025-12-22 17:09:50,,2003-01-01,60,서울특별시 동작구 노량진동 84번지 5호,3190000-E200300005,3190000,,서울특별시 동작구 장승배기로26길 19-5 (노량진동),,01,영업/정상
청탑문화,,194504.112992066,445641.56790881,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 노량진동 40번지 14호,청탑문화,공공용시설,2025-12-24 16:46:11,,2003-01-01,98,서울특별시 동작구 노량진동 40번지 14호,3190000-E200300006,3190000,,서울특별시 동작구 노량진로 114 (노량진동),,01,영업/정상
대성출판사,,194574.427807094,445632.123385695,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 노량진동 46번지 6호,대성출판사,공공용시설,2025-07-23 14:58:29,,2003-01-01,280,서울특별시 동작구 노량진동 46번지 6호,3190000-E200300007,3190000,,서울특별시 동작구 노량진로 120 (노량진동),,01,영업/정상
동작구청,,194578.057840121,445564.835806877,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 노량진동 47번지 2호,동작구청,정부지원시설,2025-04-09 15:10:06,,2003-01-01,793,서울특별시 동작구 노량진동 47번지 2호,3190000-E200300008,3190000,,서울특별시 동작구 장승배기로 161 (노량진동),,01,영업/정상
상도역,,195269.26344178,444590.56317166,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 상도1동 702번지 1호,상도역,공공용시설,2025-10-23 13:56:49,,2003-01-01,216,서울특별시 동작구 상도1동 702번지 1호,3190000-E200300012,3190000,,"서울특별시 동작구 상도로 지하 272 (상도1동, 상도역(중대입구역)7호선)",07032,01,영업/정상
코코레지던스,,195201.167737556,444844.943057206,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 상도동 22번지 8호,코코레지던스,공공용시설,2025-07-23 15:01:04,,2003-01-01,70,서울특별시 동작구 상도동 22번지 8호,3190000-E200300014,3190000,,서울특별시 동작구 만양로1길 3 (상도동),,01,영업/정상
장승배기역,,194719.816572983,444724.49433426,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 상도동 26번지 20호,장승배기역,공공용시설,2025-07-23 15:02:38,,2003-02-06,100,서울특별시 동작구 상도동 26번지 20호,3190000-E200300017,3190000,,서울특별시 동작구 상도로 지하 188 (상도동),,01,영업/정상
인왕초등학교,,195101.777433897,454216.466591887,2026-04-26 22:31:37,I,18,사용중,서울특별시 서대문구 홍제동 245번지 1호,인왕초등학교,정부지원시설,2025-12-31 14:38:53,,1976-08-10,152,서울특별시 서대문구 홍제동 245번지 1호,3120000-E197600001,3120000,,"서울특별시 서대문구 세무서길 33-9 (홍제동, 서울인왕초등학교)",03629,01,영업/정상
홍제초등학교,,194976.3838965,454477.712168964,2026-04-26 22:31:37,I,18,사용중,서울특별시 서대문구 홍은동 48번지,홍제초등학교,정부지원시설,2025-12-31 17:14:38,,1976-08-10,216,서울특별시 서대문구 홍은동 48번지,3120000-E197600002,3120000,,"서울특별시 서대문구 홍은중앙로 13 (홍은동, 서울홍제초등학교)",03616,01,영업/정상
북가좌신가경로당놀이터,,191835.826193753,453109.873774638,2026-04-26 22:31:37,I,18,사용중,서울특별시 서대문구 북가좌동 318번지 1호,북가좌신가경로당놀이터,정부지원시설,2025-07-29 16:11:49,,1976-08-31,216,서울특별시 서대문구 북가좌동 318번지 1호,3120000-E197600003,3120000,,"서울특별시 서대문구 거북골로22길 29-51 (북가좌동, 신가노인정)",03680,01,영업/정상
북가좌어린이놀이터,,192098.210597488,453325.413467973,2026-04-26 22:31:37,I,18,사용중,서울특별시 서대문구 북가좌동 325번지 28호,북가좌어린이놀이터,정부지원시설,2026-03-18 17:07:13,,1977-12-31,216,서울특별시 서대문구 북가좌동 325번지 28호,3120000-E197700001,3120000,,서울특별시 서대문구 증가로29길 20-25 (북가좌동),03678,01,영업/정상
동방사회복지(김득황),,193495.757756376,450974.599119239,2026-04-26 22:31:37,I,18,사용중,서울특별시 서대문구 창천동 493번지,동방사회복지(김득황),공공용시설,2025-12-31 11:07:04,,1986-03-01,100,서울특별시 서대문구 창천동 493번지,3120000-E198600005,3120000,,"서울특별시 서대문구 연희로 26 (창천동, 동방사회복지회본관)",03784,01,영업/정상
종근당(김장환),,196680.837898287,450862.36191038,2026-04-26 22:31:37,I,18,사용중,서울특별시 서대문구 충정로3가 368번지,종근당(김장환),공공용시설,2025-07-29 16:42:17,,1987-01-01,100,서울특별시 서대문구 충정로3가 368번지,3120000-E198700001,3120000,,"서울특별시 서대문구 충정로 8 (충정로3가, 종근당빌딩)",03742,01,영업/정상
안산가로변,,194509.896829194,452651.895077515,2026-04-26 22:31:36,I,18,사용중,서울특별시 서대문구 연희동 740번지,안산가로변,정부지원시설,2026-01-13 17:29:52,,1988-12-31,120,서울특별시 서대문구 연희동 740번지,3120000-E198800003,3120000,,"서울특별시 서대문구 연희로32길 48 (연희동, 연희동성원아파트)",03719,01,영업/정상
홍연아파트(11동),,193900.982916081,452701.195217349,2026-04-26 22:31:37,I,18,사용중,서울특별시 서대문구 연희동 721번지 1호,홍연아파트(11동),정부지원시설,2026-01-14 09:44:18,,1988-12-31,205,서울특별시 서대문구 연희동 721번지 1호,3120000-E198800004,3120000,,"서울특별시 서대문구 홍연8길 7 (연희동, 홍연아파트)",03696,01,영업/정상
연희파크푸르지오,,193618.634038688,452601.588106893,2026-04-26 22:31:37,I,18,사용중,서울특별시 서대문구 연희동 747 연희파크푸르지오,연희파크푸르지오,정부지원시설,2026-03-19 16:36:14,,2018-12-03,150,서울특별시 서대문구 연희동 747 연희파크푸르지오,3120000-E198800005,3120000,,"서울특별시 서대문구 홍제천로 136 (연희동, 연희파크푸르지오)",03695,01,영업/정상
스위스그랜드호텔,,194211.997213753,454098.970268002,2026-04-26 22:31:37,I,18,사용중,서울특별시 서대문구 홍은동 201-1 스위스그랜드호텔,스위스그랜드호텔,공공용시설,2025-12-31 13:55:49,,1988-06-01,190,서울특별시 서대문구 홍은동 201-1 스위스그랜드호텔,3120000-E198800007,3120000,,"서울특별시 서대문구 연희로 353, 스위스그랜드호텔 (홍은동)",03650,01,영업/정상
(주)미도복장,,194093.323180004,453052.898302227,2026-04-26 22:31:37,I,18,사용중,서울특별시 서대문구 홍은동 275번지 59호,(주)미도복장,공공용시설,2025-12-31 10:52:46,,1989-11-01,82,서울특별시 서대문구 홍은동 275번지 59호,3120000-E198900001,3120000,,"서울특별시 서대문구 모래내로 330 (홍은동, 미도빌딩)",03658,01,영업/정상
후기성도교회(최윤환),2026-03-09,193856.044672295,450704.746762065,2026-04-26 22:31:37,I,19,사용중지,서울특별시 서대문구 창천동 500번지 23호,후기성도교회(최윤환),공공용시설,2026-04-14 17:26:51,2026-03-09,1989-10-01,120,서울특별시 서대문구 창천동 500번지 23호,3120000-E198900002,3120000,2026-03-09,서울특별시 서대문구 신촌로7길 21-0 (창천동),,04,취소/말소/만료/정지/중지
광산사우나(이용수),,196820.124190281,451518.870744569,2026-04-26 22:31:36,I,18,사용중,서울특별시 서대문구 충정로2가 40번지,광산사우나(이용수),공공용시설,2025-12-31 13:44:18,,1991-08-01,100,서울특별시 서대문구 충정로2가 40번지,3120000-E199100001,3120000,,"서울특별시 서대문구 경기대로 82 (충정로2가, 광산빌딩)",03735,01,영업/정상
진양빌딩,,196606.081100709,451281.610054871,2026-04-26 22:31:36,I,18,사용중,서울특별시 서대문구 충정로2가 190번지 3호,진양빌딩,공공용시설,2025-07-29 16:03:48,,1994-03-01,96,서울특별시 서대문구 충정로2가 190번지 3호,3120000-E199200001,3120000,,서울특별시 서대문구 경기대로 47 (충정로2가),03752,01,영업/정상
동아일보(김병관),,196694.508582738,451070.359709608,2026-04-26 22:31:37,I,18,사용중,서울특별시 서대문구 충정로3가 139번지,동아일보(김병관),공공용시설,2025-12-31 13:17:25,,1992-05-01,570,서울특별시 서대문구 충정로3가 139번지,3120000-E199200002,3120000,,"서울특별시 서대문구 충정로 29 (충정로3가, 동아일보사건물)",03737,01,영업/정상
해우사우나(유욱),,194908.961214686,450597.757522205,2026-04-26 22:31:36,I,18,사용중,서울특별시 서대문구 대현동 101번지 7호,해우사우나(유욱),공공용시설,2026-01-12 15:48:52,,1993-10-01,85,서울특별시 서대문구 대현동 101번지 7호,3120000-E199300001,3120000,,"서울특별시 서대문구 신촌역로 10 (대현동, 혜우빌딩)",03766,01,영업/정상
약수목욕탕,,194987.379628706,443961.417614114,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 상도동 210번지 32호,약수목욕탕,공공용시설,2025-07-23 15:04:24,,2003-02-07,88,서울특별시 동작구 상도동 210번지 32호,3190000-E200300023,3190000,,서울특별시 동작구 양녕로26길 16 (상도동),,01,영업/정상
남사초교,,198060.665,442239.455,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 사당동 1011번지 1호,남사초교,정부지원시설,2025-04-09 15:25:28,,2003-02-07,212,서울특별시 동작구 사당동 1011번지 1호,3190000-E200300033,3190000,,서울특별시 동작구 동작대로13길 22 (사당동),,01,영업/정상
사당주유소,,198297.486035411,442324.299286581,2026-04-26 22:31:07,I,18,사용중,서울특별시 동작구 사당동 1007번지 47호,사당주유소,공공용시설,2025-07-23 15:06:04,,2003-02-07,100,서울특별시 동작구 사당동 1007번지 47호,3190000-E200300034,3190000,,서울특별시 동작구 동작대로 73 (사당동),,01,영업/정상
